,,,,,,,,,,,,,,,
,,,Event,Date,,Time,Total trip time,S t a t u s,Place,Slip,Total Distance,Avg speed,FOC,LOAD ,RPM
,,,EOSP,01/25/2025,,04:24:00 PM,0.666666666666667,,Arrival .KP,21,116.2,174.3,7.8  ,57%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,01/26/2025,,12:00:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,01/26/2025,,11:30:00 PM,0.798611111111111,,Arrival .RWS,19.7,115,144,5.2  ,36%,117
 ,,,,,,,,,,,,,  ,,
,,,FAOP,01/28/2025,,12:24:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,01/28/2025,,01:18:00 PM,0.895833333333334,,Arrival .KP,23,115.3,128.706976744186,6.4  ,42%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,01/29/2025,,08:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,01/29/2025,,08:12:00 PM,0.8125,,Arrival .RWS,23.8,122.9,151.261538461538,6.7  ,44%,127
 ,,,,,,,,,,,,,  ,,
,,,FAOP,01/31/2025,,01:54:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,01/31/2025,,02:24:00 PM,0.868055555555556,,Arrival .KP,28.4,115.5,133.056,7.3  ,43%,127
,,,,,,,,,,,,,  ,,
,,,FAOP,02/01/2025,,06:42:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,02/01/2025,,06:30:00 PM,0.819444444444445,,Arrival .RWS,22,123.6,150.833898305085,6.6  ,45%,126.5
 ,,,,,,,,,,,,,  ,,
,,,FAOP,02/03/2025,,03:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,02/03/2025,,04:00:00 PM,0.868055555555556,,Arrival .KP,27,116.3,133.9776,5.8  ,42%,120.7
,,,,,,,,,,,,,  ,,
,,,FAOP,02/04/2025,,10:00:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,02/04/2025,,08:30:00 PM,0.729166666666667,,Arrival .RWS,21.6,124.8,171.154285714286,7.8  ,59%,142
 ,,,,,,,,,,,,,  ,,
,,,FAOP,02/05/2025,,08:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,02/06/2025,,08:24:00 AM,23.1597222222222,,Arrival .KP,30.9,106.7,4.60713643178411,5.7  ,44%,122.3
,,,,,,,,,,,,,  ,,
,,,FAOP,02/07/2025,,05:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,02/07/2025,,05:54:00 PM,0.861111111111111,,Arrival .RWS,19.1,125.2,145.393548387097,5.5  ,39%,117.1
,,,,,,,,,,,,,  ,,
,,,FAOP,02/08/2025,,11:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,02/09/2025,,11:30:00 AM,23.2013888888889,,Arrival .KP,31.7,106,4.56869200838072,5.3  ,36%,116.9
,,,,,,,,,,,,,  ,,
,,,FAOP,02/10/2025,,10:12:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,02/10/2025,,11:24:00 PM,0.916666666666667,,Arrival .RWS,23.7,124.7,136.036363636364,5.8  ,38%,117
,,,,,,,,,,,,,  ,,
,,,FAOP,02/12/2025,,05:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,02/12/2025,,06:24:00 PM,0.895833333333333,,Arrival .KP,30.2,115.3,128.706976744186,5.9  ,40%,121
,,,,,,,,,,,,,  ,,
,,,FAOP,02/13/2025,,11:30:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,02/14/2025,,11:42:00 AM,23.1805555555556,,Arrival .RWS,18.6,124.9,5.38813660874775,5.6  ,38%,118.6
,,,,,,,,,,,,,  ,,
,,,FAOP,02/15/2025,,09:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,02/16/2025,,10:30:00 AM,23.2708333333333,,Arrival .KP,30.9,118.5,5.09221128021486,5.8  ,39%,119.6
,,,,,,,,,,,,,  ,,
,,,FAOP,02/17/2025,,08:30:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,02/18/2025,,09:00:00 AM,23.2013888888889,,Arrival .RWS,17.5,129.9,5.59880275366657,5.4  ,38%,118.7
,,,,,,,,,,,,,  ,,
,,,FAOP,02/19/2025,,09:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,02/20/2025,,10:30:00 AM,23.2708333333333,,Arrival .KP,29.7,119.4,5.13088630259624,5.6  ,39%,118.5
,,,,,,,,,,,,,  ,,
,,,FAOP,02/21/2025,,11:00:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,02/22/2025,,12:00:00 PM,23.2361111111111,,Arrival .RWS,20.3,125.6,5.40537955768081,5.1  ,36%,114.1
,,,,,,,,,,,,,  ,,
,,,FAOP,02/23/2025,,11:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,02/24/2025,,12:12:00 AM,23.2152777777778,,Arrival .KP,25.8,121.7,5.24223751121747,5.8  ,42%,122
,,,,,,,,,,,,,  ,,
,,,FAOP,02/24/2025,,07:00:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,02/25/2025,,09:00:00 AM,23.3055555555556,,Arrival .RWS,29.1,125,5.36352800953516,6.1  ,41%,118.6
,,,,,,,,,,,,,  ,,
,,,FAOP,02/27/2025,,06:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,02/28/2025,,08:30:00 AM,23.3055555555556,,Arrival .KP,27.8,126.9,5.4450536352801,5.9  ,40%,118.2
,,,,,,,,,,,,,  ,,
,,,FAOP,03/01/2025,,02:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/01/2025,,04:00:00 PM,0.9375,,Arrival .RWS,24.4,126,134.4,5.9  ,38%,116.3
,,,,,,,,,,,,,  ,,
,,,FAOP,03/02/2025,,02:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/03/2025,,04:00:00 AM,23.3055555555556,,Arrival .KP,30.8,121.5,5.21334922526818,6.3  ,39%,118.3
,,,,,,,,,,,,,  ,,
,,,FAOP,03/04/2025,,04:00:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/04/2025,,04:30:00 PM,0.868055555555556,,Arrival .RWS,21.3,122.9,141.5808,5.4  ,39.5%,118.2
 ,,,,,,,,,,,,,  ,,
,,,FAOP,03/06/2025,,05:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/07/2025,,09:00:00 AM,23.4097222222222,,Arrival .KP,34.2,125.6,5.36529219816078,6.3  ,36%,116.1
,,,,,,,,,,,,,  ,,
,,,FAOP,03/08/2025,,06:00:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/08/2025,,07:30:00 PM,0.9375,,Arrival .RWS,22.6,125.8,134.186666666667,5  ,35%,115.3
 ,,,,,,,,,,,,,  ,,
,,,FAOP,03/09/2025,,06:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/10/2025,,08:00:00 AM,23.2708333333333,,Arrival .KP,30.2,116.1,4.98907788719785,5.5  ,36%,116.1
,,,,,,,,,,,,,  ,,
,,,FAOP,03/11/2025,,12:06:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/11/2025,,12:00:00 PM,0.826388888888889,,Arrival .RWS,17.8,120.3,145.573109243697,5.  ,36%,115.9
 ,,,,,,,,,,,,,  ,,
,,,FAOP,03/12/2025,,12:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/13/2025,,02:00:00 AM,23.2708333333333,,Arrival .KP,26.3,122,5.24261414503133,5.8  ,37%,115.6
,,,,,,,,,,,,,  ,,
,,,FAOP,03/13/2025,,05:30:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/14/2025,,07:00:00 AM,23.2708333333333,,Arrival .RWS,25.4,124.2,5.33715308863026,6  ,38%,116.1
,,,,,,,,,,,,,  ,,
,,,FAOP,03/15/2025,,03:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/15/2025,,04:30:00 PM,0.902777777777778,,Arrival .KP,29.5,120.1,133.033846153846,6.6  ,43%,124
,,,,,,,,,,,,,  ,,
,,,FAOP,03/18/2025,,05:00:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/18/2025,,06:30:00 PM,0.9375,,Arrival .RWS,21.7,133.8,142.72,6.5  ,40%,119.3
 ,,,,,,,,,,,,,  ,,
,,,FAOP,03/19/2025,,06:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/20/2025,,09:00:00 AM,23.3402777777778,,Arrival .KP,31.5,122.2,5.23558464742636,6.2  ,36%,116
,,,,,,,,,,,,,  ,,
,,,FAOP,03/21/2025,,12:00:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/22/2025,,12:30:00 AM,23.2013888888889,,Arrival .RWS,19.1,124.7,5.37467824004789,5.5  ,38%,116.1
 ,,,,,,,,,,,,,  ,,
,,,FAOP,03/22/2025,,10:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/23/2025,,12:00:00 PM,23.3055555555556,,Arrival .KP,32.2,116.8,5.01168057210965,6  ,38%,116
,,,,,,,,,,,,,  ,,
,,,FAOP,03/24/2025,,11:00:00 PM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/25/2025,,05:00:00 PM,23.5833333333333,,Arrival .RWS,40.2,130.5,5.53356890459364,7.9  ,45%,116
,,,,,,,,,,,,,  ,,
,,,FAOP,03/26/2025,,08:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/27/2025,,10:00:00 AM,23.3055555555556,,Arrival .KP,30.6,120,5.14898688915375,6.1  ,38%,116.5
,,,,,,,,,,,,,  ,,
,,,FAOP,03/28/2025,,03:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/28/2025,,05:00:00 PM,0.9375,,Arrival .RWS,22,126.6,135.04,5.8  ,36%,115.3
,,,,,,,,,,,,,  ,,
,,,FAOP,03/29/2025,,07:30:00 PM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,03/30/2025,,10:00:00 AM,23.3402777777778,,Arrival .KP,31,123.4,5.28699791728652,6.4  ,38%,116.2
,,,,,,,,,,,,,  ,,
,,,FAOP,03/31/2025,,12:30:00 AM,,,Out to Sea (KP→ RWS ),,,,  ,,
,,,EOSP,03/31/2025,,01:30:00 PM,0.902777777777778,,Arrival .RWS,20.7,128.5,142.338461538462,5.8  ,38%,122.2
,,,,,,,,,,,,,  ,,
,,,FAOP,04/01/2025,,09:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,  ,,
,,,EOSP,04/01/2025,,10:30:00 PM,0.902777777777778,,Arrival .KP,25.9,118.3,131.04,5.8 ,37%,115.9
,,,,,,,,,,,,,,,
,,,FAOP,04/03/2025,,08:30:00 PM,,,Out to Sea (KP→ RWS ),,,,,,
,,,EOSP,04/04/2025,,10:00:00 AM,23.2708333333333,,Arrival .RWS,22.5,129,5.54341987466428,5.9,38%,116.2
,,,,,,,,,,,,,,,
,,,FAOP,04/05/2025,,08:00:00 AM,,,Out to Sea ( RWS → KP  ),,,,,,
,,,EOSP,04/05/2025,,09:00:00 PM,0.902777777777778,,Arrival .KP,25.6,120,132.923076923077,5.8,40%,116.6
,,,,,,,,,,,,,,,
,,,FAOP,04/06/2025,,10:30:00 AM,,,Out to Sea (KP→ RWS ),,,,,,
,,,EOSP,04/06/2025,,11:30:00 PM,0.902777777777778,,Arrival .RWS,20.8,127,140.676923076923,5.7,39%,116
,,,,,,,,,,,,,,,
,,,FAOP,04/07/2025,,11:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,,,
,,,EOSP,04/08/2025,,02:00:00 PM,23.375,,Arrival .KP,30.2,128.9,5.5144385026738,6.3,39%,116.5
,,,,,,,,,,,,,,,
,,,FAOP,04/09/2025,,05:00:00 AM,,,Out to Sea (KP→ RWS ),,,,,,
,,,EOSP,04/09/2025,,07:00:00 PM,0.972222222222222,,Arrival .RWS,26.2,127,130.628571428571,6.3,38%,115.9
,,,,,,,,,,,,,,,
,,,FAOP,04/11/2025,,02:30:00 AM,,,Out to Sea ( RWS → KP  ),,,,,,
,,,EOSP,04/11/2025,,05:00:00 PM,1.00694444444444,,Arrival .KP,28,123,122.151724137931,5.7,31%,113
,,,,,,,,,,,,,,,
,,,FAOP,04/12/2025,,10:00:00 AM,,,Out to Sea (KP→ RWS ),,,,,,
,,,EOSP,04/12/2025,,10:30:00 PM,0.868055555555555,,Arrival .RWS,17.7,126.8,146.0736,5.5,38%,115.9
,,,,,,,,,,,,,,,
,,,FAOP,04/13/2025,,02:00:00 PM,,,Out to Sea ( RWS → KP  ),,,,,,
,,,EOSP,04/14/2025,,03:30:00 AM,23.2708333333333,,Arrival .KP,30.7,115.2,4.95040286481647,6,38%,116.1
,,,,,,,,,,,,,,,
,,,FAOP,04/14/2025,,08:00:00 PM,,,Out to Sea (KP→ RWS ),,,,,,
,,,EOSP,04/15/2025,,09:00:00 AM,23.2361111111111,,Arrival .RWS,21.3,126,5.42259414225941,5.8 ,38%,116.1
